Year,Month,Day,Latitude,Longitude,Acres,Gcause,Scause,Agency,Flag,Ranked Acres,Ranked km2,pos,log(acres)
1996,2,23,36.85,-93.01,23,7,18,USFS,0,23,0.093081,5067,1.361727836
1998,4,19,36.93,-90.56,23,7,19,USFS,0,23,0.093081,5068,1.361727836
1999,3,1,36.63,-93.71,23,7,19,USFS,0,23,0.093081,5069,1.361727836
1999,4,11,36.93,-92.01,23,7,27,USFS,0,23,0.093081,5070,1.361727836
1999,11,8,37.81,-91.2,23,7,19,USFS,0,23,0.093081,5071,1.361727836
1971,4,13,35.01,-83.18,23,7,30,USFS,0,23,0.093081,5072,1.361727836
1972,3,1,35.69,-94.37,23,7,13,USFS,1,23,0.093081,5073,1.361727836
1976,5,6,35.11,-84.36,23,7,18,USFS,0,23,0.093081,5074,1.361727836
1978,4,8,35.31,-84.13,23,7,18,USFS,0,23,0.093081,5075,1.361727836
1978,11,7,36.61,-81.78,23,7,30,USFS,0,23,0.093081,5076,1.361727836
1980,12,20,35.18,-84.21,23,7,19,USFS,0,23,0.093081,5077,1.361727836
1981,1,25,35.31,-83.75,23,7,20,USFS,0,23,0.093081,5078,1.361727836
1981,3,26,35.43,-83.53,23,7,18,USFS,0,23,0.093081,5079,1.361727836
1981,4,1,35.85,-83.1,23,7,18,USFS,0,23,0.093081,5080,1.361727836
1981,11,9,34.73,-84,23,7,30,USFS,0,23,0.093081,5081,1.361727836
1982,4,11,34.96,-83.16,23,7,19,USFS,0,23,0.093081,5082,1.361727836
1986,1,12,34.7,-83.98,23,7,0,USFS,0,23,0.093081,5083,1.361727836
1986,1,12,35.02,-84.47,23,7,0,USFS,0,23,0.093081,5084,1.361727836
1986,4,5,34.85,-83.51,23,7,0,USFS,0,23,0.093081,5085,1.361727836
1988,11,16,36.05,-82.38,23,7,0,USFS,0,23,0.093081,5086,1.361727836
1990,3,22,35.31,-83.78,23,7,0,USFS,0,23,0.093081,5087,1.361727836
1993,1,31,34.57,-83.4,23,7,0,USFS,0,23,0.093081,5088,1.361727836
1970,8,2,31.03,-94.4,23,7,18,USFS,0,23,0.093081,5089,1.361727836
1972,4,26,33.13,-79.41,23,7,19,USFS,0,23,0.093081,5090,1.361727836
1975,3,23,32.11,-89.35,23,7,18,USFS,0,23,0.093081,5091,1.361727836
1976,11,10,33.38,-86.03,23,7,18,USFS,0,23,0.093081,5092,1.361727836
1977,2,21,33.2,-86.2,23,7,18,USFS,0,23,0.093081,5093,1.361727836
1977,2,22,30.95,-89.35,23,7,18,USFS,0,23,0.093081,5094,1.361727836
1977,2,25,31.6,-88.75,23,7,19,USFS,0,23,0.093081,5095,1.361727836
1978,3,18,31.31,-90.93,23,7,30,USFS,0,23,0.093081,5096,1.361727836
1978,10,2,33.75,-94.7,23,7,19,USFS,0,23,0.093081,5097,1.361727836
1980,3,13,30.63,-88.9,23,7,19,USFS,0,23,0.093081,5098,1.361727836
1980,4,24,33.21,-79.63,23,7,30,USFS,0,23,0.093081,5099,1.361727836
1980,6,14,33.25,-79.73,23,7,30,USFS,0,23,0.093081,5100,1.361727836
1980,12,19,31.1,-94.2,23,7,30,USFS,0,23,0.093081,5101,1.361727836
1981,2,1,33.06,-79.56,23,7,30,USFS,0,23,0.093081,5102,1.361727836
1981,4,10,33.33,-86,23,7,18,USFS,0,23,0.093081,5103,1.361727836
1981,11,3,31.61,-89.05,23,7,19,USFS,0,23,0.093081,5104,1.361727836
1981,11,14,33.16,-86.16,23,7,30,USFS,0,23,0.093081,5105,1.361727836
1982,1,19,30.61,-88.91,23,7,19,USFS,0,23,0.093081,5106,1.361727836
1984,3,10,32.08,-89.53,23,7,19,USFS,0,23,0.093081,5107,1.361727836
1985,3,30,33.13,-79.41,23,7,30,USFS,0,23,0.093081,5108,1.361727836
1985,7,3,31,-88.91,23,7,18,USFS,0,23,0.093081,5109,1.361727836
1986,2,4,31.03,-89.2,23,7,0,USFS,0,23,0.093081,5110,1.361727836
1987,4,22,29.47,-81.84,23,7,0,USFS,0,23,0.093081,5111,1.361727836
1987,11,23,31.43,-91.09,23,7,0,USFS,0,23,0.093081,5112,1.361727836
1988,3,1,30.64,-95.32,23,7,0,USFS,0,23,0.093081,5113,1.361727836
1989,10,26,30.57,-95.6,23,7,0,USFS,0,23,0.093081,5114,1.361727836
1990,3,5,32.93,-87.35,23,7,0,USFS,0,23,0.093081,5115,1.361727836
1991,3,6,32.11,-89.31,23,7,0,USFS,0,23,0.093081,5116,1.361727836
1991,3,21,31.12,-89.08,23,7,0,USFS,0,23,0.093081,5117,1.361727836
1991,3,25,33.78,-85.48,23,7,0,USFS,0,23,0.093081,5118,1.361727836
1992,8,1,31.07,-94.15,23,7,0,USFS,0,23,0.093081,5119,1.361727836
1994,2,27,32.73,-86.98,23,7,0,USFS,0,23,0.093081,5120,1.361727836
1998,4,10,31.56,-89.04,23,7,30,USFS,0,23,0.093081,5121,1.361727836
2000,2,26,33.42,-85.89,23,7,19,USFS,0,23,0.093081,5122,1.361727836
1976,2,7,34.63,-93.66,23,7,30,USFS,0,23,0.093081,5123,1.361727836
1980,2,20,34.71,-93.51,23,7,18,USFS,0,23,0.093081,5124,1.361727836
1970,8,25,42.71,-121.42,23,7,30,USFS,1,23,0.093081,5125,1.361727836
1973,8,15,35.35,-120.35,23,7,19,USFS,1,23,0.093081,5126,1.361727836
1974,6,18,35.46,-118.27,23,7,19,USFS,1,23,0.093081,5127,1.361727836
1992,5,14,35.63,-118.48,23,7,0,USFS,0,23,0.093081,5128,1.361727836
1971,4,11,37.41,-108.27,23,7,30,USFS,1,23,0.093081,5129,1.361727836
1987,4,19,32.12,-89.53,22.5,7,0,USFS,0,22.5,0.0910575,5130,1.352182518
1989,1,3,28.99,-81.61,22.5,7,0,USFS,0,22.5,0.0910575,5131,1.352182518
1993,7,28,34.4,-93.31,22.5,7,0,USFS,0,22.5,0.0910575,5132,1.352182518
1998,4,26,47.6,-92.31,22,7,30,USFS,0,22,0.089034,5133,1.342422681
1971,3,2,37.21,-83.55,22,7,30,USFS,0,22,0.089034,5134,1.342422681
1971,4,5,37.15,-83.63,22,7,19,USFS,0,22,0.089034,5135,1.342422681
1979,11,22,37.13,-83.53,22,7,19,USFS,0,22,0.089034,5136,1.342422681
1980,4,9,37.71,-92.26,22,7,18,USFS,0,22,0.089034,5137,1.342422681
1980,10,31,37.16,-83.68,22,7,19,USFS,0,22,0.089034,5138,1.342422681
1981,3,28,35.25,-84.4,22,7,18,USFS,0,22,0.089034,5139,1.342422681
1981,12,1,36.08,-92.45,22,7,20,USFS,1,22,0.089034,5140,1.342422681
1984,5,16,36.73,-84.31,22,7,3,USFS,0,22,0.089034,5141,1.342422681
1987,3,7,36.83,-92.98,22,7,0,USFS,0,22,0.089034,5142,1.342422681
1987,3,22,37.05,-84.2,22,7,0,USFS,0,22,0.089034,5143,1.342422681
1987,10,31,37.06,-83.56,22,7,0,USFS,0,22,0.089034,5144,1.342422681
1988,5,15,37.85,-92.88,22,7,0,USFS,0,22,0.089034,5145,1.342422681
1989,5,13,37.79,-91.93,22,7,0,USFS,0,22,0.089034,5146,1.342422681
1990,10,27,37.83,-91.05,22,7,0,USFS,0,22,0.089034,5147,1.342422681
1991,11,17,35.25,-84.44,22,7,0,USFS,0,22,0.089034,5148,1.342422681
1992,4,14,36.75,-92.99,22,7,0,USFS,0,22,0.089034,5149,1.342422681
1992,4,25,37.65,-91.98,22,7,0,USFS,0,22,0.089034,5150,1.342422681
1994,3,19,37.51,-91.12,22,7,0,USFS,0,22,0.089034,5151,1.342422681
1995,2,26,37.58,-91.2,22,7,0,USFS,0,22,0.089034,5152,1.342422681
1995,4,10,36.08,-92.16,22,7,0,USFS,0,22,0.089034,5153,1.342422681
1997,4,15,37.7,-90.98,22,7,3,USFS,0,22,0.089034,5154,1.342422681
1998,3,28,36.7,-91.26,22,7,18,USFS,0,22,0.089034,5155,1.342422681
1998,4,17,36.7,-91.26,22,7,18,USFS,0,22,0.089034,5156,1.342422681
1998,4,20,37.76,-91.24,22,7,19,USFS,0,22,0.089034,5157,1.342422681
1999,11,13,36.93,-91.31,22,7,18,USFS,0,22,0.089034,5158,1.342422681
1970,4,19,35.21,-84.23,22,7,19,USFS,0,22,0.089034,5159,1.342422681
1975,4,5,35.63,-94.35,22,7,18,USFS,1,22,0.089034,5160,1.342422681
1975,10,18,35.88,-93.16,22,7,30,USFS,1,22,0.089034,5161,1.342422681
1975,10,24,35.16,-84.31,22,7,19,USFS,0,22,0.089034,5162,1.342422681
1976,4,13,37.83,-80.03,22,7,18,USFS,0,22,0.089034,5163,1.342422681
1976,4,18,34.78,-84.26,22,7,30,USFS,0,22,0.089034,5164,1.342422681
1976,12,23,35.16,-84.33,22,7,18,USFS,0,22,0.089034,5165,1.342422681
1977,2,25,34.66,-84,22,7,18,USFS,0,22,0.089034,5166,1.342422681
1977,4,12,35.83,-82.05,22,7,18,USFS,0,22,0.089034,5167,1.342422681
1978,4,15,34.76,-84.08,22,7,30,USFS,0,22,0.089034,5168,1.342422681
1978,10,22,35.36,-83.91,22,7,18,USFS,0,22,0.089034,5169,1.342422681
1979,11,23,36.25,-82.36,22,7,18,USFS,0,22,0.089034,5170,1.342422681
1981,1,15,34.8,-83.18,22,7,18,USFS,0,22,0.089034,5171,1.342422681
1981,3,14,35.06,-83.63,22,7,18,USFS,0,22,0.089034,5172,1.342422681
1981,3,28,36.43,-82.16,22,7,19,USFS,0,22,0.089034,5173,1.342422681
1982,2,24,35.03,-83.65,22,7,18,USFS,0,22,0.089034,5174,1.342422681
1982,4,12,35.67,-94.39,22,7,19,USFS,1,22,0.089034,5175,1.342422681
1987,11,7,35.78,-82.01,22,7,0,USFS,0,22,0.089034,5176,1.342422681
1992,11,16,35.79,-94.07,22,7,0,USFS,0,22,0.089034,5177,1.342422681
1993,1,31,34.56,-83.38,22,7,0,USFS,0,22,0.089034,5178,1.342422681
1974,3,4,31.6,-94.08,22,7,18,USFS,0,22,0.089034,5179,1.342422681
1976,1,23,31.15,-88.95,22,7,18,USFS,0,22,0.089034,5180,1.342422681
1976,4,9,30.95,-88.75,22,7,18,USFS,0,22,0.089034,5181,1.342422681
1977,2,11,33.33,-86.03,22,7,19,USFS,0,22,0.089034,5182,1.342422681
1977,10,31,31.55,-88.75,22,7,10,USFS,0,22,0.089034,5183,1.342422681
1978,3,31,34.71,-95.25,22,7,18,USFS,0,22,0.089034,5184,1.342422681
1978,4,1,33.88,-85.53,22,7,18,USFS,0,22,0.089034,5185,1.342422681
1978,9,8,33.78,-94.55,22,7,19,USFS,0,22,0.089034,5186,1.342422681
1978,10,8,30.95,-88.93,22,7,18,USFS,0,22,0.089034,5187,1.342422681
1980,2,27,34.63,-89.2,22,7,18,USFS,0,22,0.089034,5188,1.342422681
1980,3,1,33.11,-79.9,22,7,30,USFS,0,22,0.089034,5189,1.342422681
1980,4,21,31.06,-89.06,22,7,30,USFS,0,22,0.089034,5190,1.342422681
1980,12,21,31.05,-89.01,22,7,18,USFS,0,22,0.089034,5191,1.342422681
1981,1,23,30.93,-88.95,22,7,18,USFS,0,22,0.089034,5192,1.342422681
1981,2,10,30.2,-82.4,22,7,30,USFS,0,22,0.089034,5193,1.342422681
1981,2,25,34.76,-89.31,22,7,19,USFS,0,22,0.089034,5194,1.342422681
1981,2,26,30.66,-89.13,22,7,19,USFS,0,22,0.089034,5195,1.342422681
1981,3,21,30.51,-89.1,22,7,19,USFS,0,22,0.089034,5196,1.342422681
1982,3,15,31,-88.85,22,7,30,USFS,0,22,0.089034,5197,1.342422681
1982,11,15,33.51,-85.81,22,7,20,USFS,0,22,0.089034,5198,1.342422681
1985,3,28,34.61,-81.75,22,7,19,USFS,0,22,0.089034,5199,1.342422681
1985,3,30,33.25,-79.61,22,7,30,USFS,0,22,0.089034,5200,1.342422681
1986,3,4,31.58,-90.81,22,7,0,USFS,0,22,0.089034,5201,1.342422681
1987,10,10,32.24,-89.66,22,7,0,USFS,0,22,0.089034,5202,1.342422681
1989,2,26,31.08,-88.88,22,7,0,USFS,0,22,0.089034,5203,1.342422681
1989,5,4,34.76,-76.88,22,7,0,USFS,0,22,0.089034,5204,1.342422681
1990,11,4,30.68,-88.84,22,7,0,USFS,0,22,0.089034,5205,1.342422681
1991,2,27,30.16,-84.97,22,7,0,USFS,0,22,0.089034,5206,1.342422681
1992,4,3,30.92,-89.29,22,7,0,USFS,0,22,0.089034,5207,1.342422681
1992,4,10,34.68,-85.01,22,7,0,USFS,0,22,0.089034,5208,1.342422681
1993,3,30,33.65,-85.63,22,7,0,USFS,0,22,0.089034,5209,1.342422681
1995,2,3,31.38,-93.11,22,7,0,USFS,0,22,0.089034,5210,1.342422681
1996,3,17,34.84,-89.31,22,7,18,USFS,0,22,0.089034,5211,1.342422681
1996,5,21,31.19,-89.07,22,7,19,USFS,0,22,0.089034,5212,1.342422681
1997,1,26,30.95,-89.37,22,7,19,USFS,0,22,0.089034,5213,1.342422681
1998,12,6,31.7,-92.59,22,7,30,USFS,0,22,0.089034,5214,1.342422681
1972,4,1,34.63,-94.7,22,7,18,USFS,1,22,0.089034,5215,1.342422681
1997,4,3,34.89,-93.22,22,7,19,USFS,0,22,0.089034,5216,1.342422681
1972,8,21,34.55,-120.15,22,7,19,USFS,1,22,0.089034,5217,1.342422681
1996,4,30,34.47,-119.23,22,7,30,USFS,0,22,0.089034,5218,1.342422681
1973,8,1,38.77,-120.34,22,7,19,USFS,1,22,0.089034,5219,1.342422681
1990,12,1,39.75,-122.94,22,7,0,USFS,0,22,0.089034,5220,1.342422681
1994,7,31,36.9,-119.3,22,7,2,USFS,0,22,0.089034,5221,1.342422681
1994,4,14,33.56,-105.65,22,7,0,USFS,0,22,0.089034,5222,1.342422681
1980,11,3,43.69,-114.4,22,7,27,USFS,1,22,0.089034,5223,1.342422681
1987,10,20,32.21,-89.67,21.7,7,0,USFS,0,21.7,0.0878199,5224,1.336459734
1996,2,9,36.9,-92.16,21.5,7,18,USFS,0,21.5,0.0870105,5225,1.33243846
1999,1,28,33.01,-87.34,21.5,7,19,USFS,0,21.5,0.0870105,5226,1.33243846
1994,6,27,36.77,-92.97,21.3,7,0,USFS,0,21.3,0.0862011,5227,1.328379603
1991,3,10,34.85,-89.32,21.1,7,0,USFS,0,21.1,0.0853917,5228,1.324282455
1992,6,8,42.4,-121.79,21.1,7,0,USFS,0,21.1,0.0853917,5229,1.324282455
1980,4,13,47.5,-94.5,21,7,30,USFS,0,21,0.084987,5230,1.322219295
1993,5,11,47.47,-94.5,21,7,0,USFS,0,21,0.084987,5231,1.322219295
1974,11,3,35.08,-84.51,21,7,18,USFS,0,21,0.084987,5232,1.322219295
1977,3,16,35.08,-84.53,21,7,18,USFS,0,21,0.084987,5233,1.322219295
1980,3,10,36.81,-92.08,21,7,18,USFS,0,21,0.084987,5234,1.322219295
1980,4,20,37.06,-83.63,21,7,30,USFS,0,21,0.084987,5235,1.322219295
1980,4,23,36.65,-91.08,21,7,18,USFS,0,21,0.084987,5236,1.322219295
1980,11,10,37.25,-83.7,21,7,19,USFS,0,21,0.084987,5237,1.322219295
1986,3,30,36.79,-91.13,21,7,0,USFS,0,21,0.084987,5238,1.322219295
1987,11,8,36.7,-84.4,21,7,0,USFS,0,21,0.084987,5239,1.322219295
1988,2,24,36.92,-92.12,21,7,0,USFS,0,21,0.084987,5240,1.322219295
1990,4,4,36.78,-92.97,21,7,0,USFS,0,21,0.084987,5241,1.322219295
1990,4,7,37.46,-91.25,21,7,0,USFS,0,21,0.084987,5242,1.322219295
1990,11,25,37.69,-90.83,21,7,0,USFS,0,21,0.084987,5243,1.322219295
1990,12,10,37.58,-91.06,21,7,0,USFS,0,21,0.084987,5244,1.322219295
1991,4,25,35.22,-84.37,21,7,0,USFS,0,21,0.084987,5245,1.322219295
1991,11,4,37.61,-88.61,21,7,0,USFS,0,21,0.084987,5246,1.322219295
1992,2,21,37.46,-91.25,21,7,0,USFS,0,21,0.084987,5247,1.322219295
1992,2,28,37.53,-91.13,21,7,0,USFS,0,21,0.084987,5248,1.322219295
1993,3,12,37.03,-91.26,21,7,0,USFS,0,21,0.084987,5249,1.322219295
1994,11,3,37.7,-90.87,21,7,0,USFS,0,21,0.084987,5250,1.322219295
1995,4,2,36.91,-92.97,21,7,0,USFS,0,21,0.084987,5251,1.322219295
1995,4,7,37.45,-91.11,21,7,0,USFS,0,21,0.084987,5252,1.322219295
1995,4,7,37.79,-91.92,21,7,0,USFS,0,21,0.084987,5253,1.322219295
1995,4,8,36.72,-84.43,21,7,0,USFS,0,21,0.084987,5254,1.322219295
1999,3,1,37.48,-92.36,21,7,30,USFS,0,21,0.084987,5255,1.322219295
1999,9,9,36.85,-84.45,21,7,30,USFS,0,21,0.084987,5256,1.322219295
2000,11,20,36.8,-92.06,21,7,13,USFS,0,21,0.084987,5257,1.322219295
1976,2,3,35.75,-94.48,21,7,18,USFS,1,21,0.084987,5258,1.322219295
1976,3,8,38.55,-79.2,21,7,19,USFS,0,21,0.084987,5259,1.322219295
1977,3,2,34.93,-84.5,21,7,30,USFS,0,21,0.084987,5260,1.322219295
1982,10,18,35.16,-83.63,21,7,20,USFS,0,21,0.084987,5261,1.322219295
1985,4,9,35.65,-93.41,21,7,30,USFS,1,21,0.084987,5262,1.322219295
1999,11,14,34.58,-84.13,21,7,19,USFS,0,21,0.084987,5263,1.322219295
1973,2,25,34.71,-90.19,21,7,19,USFS,1,21,0.084987,5264,1.322219295
1975,3,11,34.85,-76.91,21,7,19,USFS,0,21,0.084987,5265,1.322219295
1975,12,14,31.01,-89.05,21,7,18,USFS,0,21,0.084987,5266,1.322219295
1976,11,6,33.53,-85.86,21,7,20,USFS,0,21,0.084987,5267,1.322219295
1977,2,14,30.9,-89.03,21,7,17,USFS,0,21,0.084987,5268,1.322219295
1977,2,17,30.5,-95.65,21,7,18,USFS,0,21,0.084987,5269,1.322219295
1977,12,4,31.1,-89.01,21,7,18,USFS,0,21,0.084987,5270,1.322219295
1978,4,25,31.33,-94.23,21,7,30,USFS,0,21,0.084987,5271,1.322219295
1978,10,23,31.51,-88.8,21,7,19,USFS,0,21,0.084987,5272,1.322219295
1978,12,22,31.2,-93.93,21,7,18,USFS,0,21,0.084987,5273,1.322219295
1979,11,15,33.16,-86.08,21,7,18,USFS,0,21,0.084987,5274,1.322219295
1981,1,25,34.23,-87.31,21,7,19,USFS,0,21,0.084987,5275,1.322219295
1981,3,17,33.73,-85.6,21,7,19,USFS,0,21,0.084987,5276,1.322219295
1982,1,6,31.18,-89.1,21,7,30,USFS,0,21,0.084987,5277,1.322219295
1982,3,19,30.93,-89.36,21,7,30,USFS,0,21,0.084987,5278,1.322219295
1984,6,9,35.03,-93.82,21,7,18,USFS,1,21,0.084987,5279,1.322219295
1985,1,27,32.95,-79.66,21,7,30,USFS,0,21,0.084987,5280,1.322219295
1985,3,26,30.63,-88.85,21,7,19,USFS,0,21,0.084987,5281,1.322219295
1985,4,4,33.08,-79.71,21,7,30,USFS,0,21,0.084987,5282,1.322219295
1986,3,1,31.29,-94.31,21,7,0,USFS,0,21,0.084987,5283,1.322219295
1987,1,8,34.71,-85.15,21,7,0,USFS,0,21,0.084987,5284,1.322219295
1987,3,28,33.78,-94.68,21,7,0,USFS,0,21,0.084987,5285,1.322219295
1988,6,8,31.14,-89.09,21,7,0,USFS,0,21,0.084987,5286,1.322219295
1990,4,18,33.3,-86.11,21,7,0,USFS,0,21,0.084987,5287,1.322219295
1992,9,4,31.58,-88.82,21,7,0,USFS,0,21,0.084987,5288,1.322219295
1994,12,26,30.91,-89.02,21,7,0,USFS,0,21,0.084987,5289,1.322219295
1995,3,19,32.86,-87.38,21,7,0,USFS,0,21,0.084987,5290,1.322219295
1996,2,25,32.13,-89.37,21,7,19,USFS,0,21,0.084987,5291,1.322219295
1996,3,25,33.34,-86.02,21,7,19,USFS,0,21,0.084987,5292,1.322219295
1997,8,30,30.9,-88.95,21,7,19,USFS,0,21,0.084987,5293,1.322219295
